t,o,h,l,c,v
1763901000000.0,2835.46,2850.0,2830.75,2837.45,8326.7354
1763901900000.0,2837.45,2838.82,2831.64,2835.42,9634.8734
1763902800000.0,2835.43,2837.0,2822.51,2824.41,6822.6578
1763903700000.0,2824.4,2832.26,2824.4,2832.14,5285.5411
1763904600000.0,2832.13,2840.78,2828.01,2839.48,5509.7656
1763905500000.0,2839.49,2845.44,2836.81,2843.65,3674.5025
1763906400000.0,2843.66,2858.16,2832.74,2834.9,10602.9621
1763907300000.0,2834.89,2836.39,2824.99,2829.27,3427.151
1763908200000.0,2829.26,2837.97,2823.58,2828.6,6648.6447
1763909100000.0,2828.6,2832.19,2812.49,2814.88,4796.4803
1763910000000.0,2814.88,2822.95,2810.12,2820.87,3274.7346
1763910900000.0,2820.86,2825.91,2814.41,2818.98,3317.5956
1763911800000.0,2818.98,2837.32,2816.24,2833.09,4382.5746
1763912700000.0,2833.1,2840.15,2829.72,2836.5,4751.7883
1763913600000.0,2836.49,2846.8,2830.1,2831.73,4748.2238
1763914500000.0,2831.72,2834.35,2819.87,2822.77,4016.0035
1763915400000.0,2822.77,2832.04,2817.82,2830.99,3078.1903
1763916300000.0,2830.99,2830.99,2798.04,2800.05,6117.5055
1763917200000.0,2800.06,2802.98,2789.87,2797.21,8375.5633
1763918100000.0,2797.21,2808.17,2786.86,2807.4,5834.8028
1763919000000.0,2807.39,2807.39,2796.85,2803.99,2201.1368
1763919900000.0,2803.98,2803.99,2786.63,2792.72,3208.1014
1763920800000.0,2792.72,2801.61,2791.92,2797.23,1830.0131
1763921700000.0,2797.23,2812.0,2796.5,2803.49,3158.9676
1763922600000.0,2803.49,2816.92,2801.62,2813.5,2713.2183
1763923500000.0,2813.51,2813.51,2803.49,2808.87,1694.7792
1763924400000.0,2808.88,2815.13,2807.24,2812.48,2040.5555
1763925300000.0,2812.47,2828.73,2812.47,2821.49,3350.8406
1763926200000.0,2821.49,2837.45,2820.66,2830.74,5001.9311
1763927100000.0,2830.74,2831.27,2819.64,2822.7,2652.8695
1763928000000.0,2822.7,2833.16,2821.42,2830.49,3062.2867
1763928900000.0,2830.5,2835.44,2825.44,2832.64,2587.2346
1763929800000.0,2832.64,2833.11,2823.99,2828.91,1734.3186
1763930700000.0,2828.92,2832.98,2826.5,2828.55,1326.258
1763931600000.0,2828.55,2830.5,2817.28,2823.01,3398.9566
1763932500000.0,2823.02,2840.16,2822.57,2839.0,2547.9176
1763933400000.0,2839.0,2840.43,2828.65,2829.14,2374.2052
1763934300000.0,2829.13,2845.0,2828.61,2841.58,2569.9207
1763935200000.0,2841.58,2844.72,2824.52,2835.78,2913.5562
1763936100000.0,2835.77,2841.16,2825.16,2839.73,2909.3815
1763937000000.0,2839.73,2839.73,2826.63,2830.8,2070.9655
1763937900000.0,2830.79,2840.0,2830.79,2838.7,2910.7227
1763938800000.0,2838.7,2843.49,2813.43,2814.97,6816.1235
1763939700000.0,2814.97,2818.2,2796.13,2806.2,7268.4185
1763940600000.0,2806.19,2806.19,2794.74,2803.15,4595.2983
1763941500000.0,2803.15,2808.0,2798.57,2802.16,3434.6243
1763942400000.0,2802.16,2802.16,2777.77,2779.62,6132.7184
1763943300000.0,2779.61,2787.44,2763.0,2784.78,7788.6499
1763944200000.0,2784.78,2796.44,2775.13,2789.75,11643.3256
1763945100000.0,2789.75,2803.5,2781.99,2788.34,4075.323
1763946000000.0,2788.35,2799.21,2779.59,2789.64,3971.0846
1763946900000.0,2789.65,2795.9,2781.88,2791.49,2415.1396
1763947800000.0,2791.49,2792.7,2778.36,2781.58,2200.9824
1763948700000.0,2781.59,2807.49,2779.07,2806.24,4280.2384
1763949600000.0,2806.25,2860.42,2804.35,2859.09,16675.9623
1763950500000.0,2859.1,2867.46,2852.7,2853.71,7604.8296
1763951400000.0,2853.71,2858.98,2837.94,2841.01,12701.3616
1763952300000.0,2841.01,2843.71,2826.31,2840.24,7073.8446
1763953200000.0,2840.23,2848.29,2834.91,2840.43,7427.5121
1763954100000.0,2840.43,2865.0,2838.09,2857.28,9323.3219
1763955000000.0,2857.29,2866.5,2852.55,2857.99,4867.2294
1763955900000.0,2858.0,2860.34,2851.21,2856.44,2773.6908
1763956800000.0,2856.45,2870.29,2853.24,2858.37,5244.5746
1763957700000.0,2858.37,2858.37,2802.87,2814.34,20627.5164
1763958600000.0,2814.35,2829.89,2813.43,2827.8,4987.6761
1763959500000.0,2827.81,2830.33,2818.85,2824.81,2817.0139
1763960400000.0,2824.81,2884.93,2822.72,2879.61,14824.393
1763961300000.0,2879.61,2885.75,2874.54,2877.93,5751.1724
1763962200000.0,2877.93,2878.64,2862.89,2869.61,4923.8768
1763963100000.0,2869.6,2871.62,2860.74,2866.97,4370.3052
1763964000000.0,2866.97,2868.78,2836.0,2839.05,7024.2913
1763964900000.0,2839.04,2849.64,2834.78,2841.31,3599.3164
1763965800000.0,2841.31,2845.34,2833.3,2838.03,3398.0978
1763966700000.0,2838.02,2841.5,2829.19,2839.43,7990.4558
1763967600000.0,2839.43,2839.43,2828.86,2832.04,3304.7407
1763968500000.0,2832.03,2836.08,2823.88,2829.17,2976.7431
1763969400000.0,2829.17,2844.94,2826.78,2843.1,2967.1551
1763970300000.0,2843.11,2844.84,2828.0,2830.27,3840.6118
1763971200000.0,2830.26,2832.0,2822.0,2830.2,4392.6212
1763972100000.0,2830.21,2833.22,2824.25,2825.59,9770.7799
1763973000000.0,2825.58,2829.64,2822.22,2828.77,2695.6073
1763973900000.0,2828.76,2843.09,2823.73,2838.99,6566.539
1763974800000.0,2838.98,2838.98,2811.42,2815.44,8961.6919
1763975700000.0,2815.43,2815.87,2788.0,2794.55,16240.9896
1763976600000.0,2794.55,2813.18,2791.02,2799.99,9612.0339
1763977500000.0,2800.0,2803.97,2794.23,2797.72,9070.5662
1763978400000.0,2797.71,2806.92,2794.69,2795.84,3227.673
1763979300000.0,2795.85,2803.45,2794.41,2800.72,2195.9203
1763980200000.0,2800.72,2807.14,2793.15,2801.73,2647.8199
1763981100000.0,2801.73,2804.07,2796.86,2799.05,2072.6371
1763982000000.0,2799.04,2802.99,2789.7,2799.49,2051.5678
1763982900000.0,2799.49,2801.26,2794.54,2795.26,1090.4982
1763983800000.0,2795.26,2808.24,2795.25,2805.46,2435.3779
1763984700000.0,2805.46,2807.14,2800.81,2803.41,2530.6859
1763985600000.0,2803.4,2805.99,2795.01,2796.6,6750.5229
1763986500000.0,2796.6,2807.56,2796.25,2807.56,1967.5935
1763987400000.0,2807.56,2812.02,2797.13,2800.5,4115.3216
1763988300000.0,2800.5,2806.7,2797.86,2803.86,2610.5132
1763989200000.0,2803.86,2823.0,2802.33,2817.27,3510.2076
1763990100000.0,2817.28,2821.4,2810.67,2820.36,2813.2538
1763991000000.0,2820.37,2830.06,2815.22,2826.95,12472.719
1763991900000.0,2826.96,2826.96,2814.23,2815.65,6472.7434
1763992800000.0,2815.64,2815.64,2801.05,2807.91,4675.2435
1763993700000.0,2807.91,2809.44,2797.37,2798.36,2379.1801
1763994600000.0,2798.36,2848.63,2797.71,2803.53,21174.099
1763995500000.0,2803.52,2832.0,2785.04,2832.0,27687.6828
1763996400000.0,2832.0,2840.56,2817.34,2833.39,12647.2794
1763997300000.0,2833.35,2835.99,2812.61,2822.17,4563.6798
1763998200000.0,2822.15,2848.8,2817.41,2846.7,7535.0664
1763999100000.0,2846.71,2860.37,2837.71,2846.47,7511.1506
1764000000000.0,2846.47,2863.98,2842.82,2844.55,14073.7112
1764000900000.0,2844.55,2859.0,2843.97,2850.61,8209.9477
1764001800000.0,2850.6,2865.45,2846.07,2864.4,5679.7815
1764002700000.0,2864.4,2874.99,2857.99,2858.77,10285.9356
1764003600000.0,2858.77,2865.92,2857.82,2858.5,5346.9743
1764004500000.0,2858.49,2917.42,2856.57,2915.63,18978.7848
1764005400000.0,2915.62,2931.67,2905.19,2922.02,19000.7903
1764006300000.0,2922.02,2944.03,2915.76,2940.03,12875.8005
1764007200000.0,2940.02,2954.0,2940.0,2947.56,61535.9758
1764008100000.0,2947.56,2951.87,2937.44,2937.82,26685.6821
1764009000000.0,2937.83,2948.56,2930.05,2944.75,7600.4456
1764009900000.0,2944.74,2963.61,2944.32,2957.53,7788.8684
1764010800000.0,2957.52,2979.63,2955.12,2971.53,14229.7049
1764011700000.0,2971.54,2978.27,2965.79,2973.12,5152.3473
1764012600000.0,2973.13,2977.0,2954.04,2958.34,6635.6199
1764013500000.0,2958.34,2965.48,2955.03,2959.0,4078.741
1764014400000.0,2959.0,2987.0,2952.51,2976.22,8011.4825
1764015300000.0,2976.22,2982.98,2970.49,2978.51,4129.615
1764016200000.0,2978.51,2982.0,2970.84,2977.5,5197.888
1764017100000.0,2977.5,2984.04,2969.56,2972.7,6032.4427
1764018000000.0,2972.68,2973.77,2963.83,2968.21,4258.3224
1764018900000.0,2968.2,2969.32,2961.26,2965.86,3142.0757
1764019800000.0,2965.86,2973.36,2955.64,2955.64,3895.0132
1764020700000.0,2955.65,2963.41,2947.77,2959.18,5431.2456
1764021600000.0,2959.18,2980.04,2958.19,2969.11,3845.0191
1764022500000.0,2969.1,2969.47,2956.07,2961.27,2140.7847
1764023400000.0,2961.26,2966.22,2957.87,2958.87,1151.5984
1764024300000.0,2958.87,2963.72,2952.31,2960.57,2314.6845
1764025200000.0,2960.56,2962.5,2954.81,2961.86,3401.0354
1764026100000.0,2961.86,2968.76,2961.0,2967.59,2538.7943
1764027000000.0,2967.58,2967.58,2956.49,2963.05,4587.899
1764027900000.0,2963.05,2963.05,2952.09,2953.38,2990.3234
1764028800000.0,2953.38,2953.38,2938.61,2939.54,7798.7791
1764029700000.0,2939.53,2941.26,2933.22,2934.14,4444.2265
1764030600000.0,2934.14,2950.81,2931.84,2945.9,2228.9111
1764031500000.0,2945.9,2950.55,2940.27,2943.03,2723.5641
1764032400000.0,2943.02,2947.92,2935.19,2946.75,2126.5332
1764033300000.0,2946.74,2947.0,2938.32,2940.27,4659.127
1764034200000.0,2940.27,2945.25,2932.44,2937.08,2282.5682
1764035100000.0,2937.08,2938.34,2918.2,2919.27,4345.2091
1764036000000.0,2919.27,2926.54,2910.99,2918.29,5257.2147
1764036900000.0,2918.29,2923.0,2911.1,2914.49,3866.6095
1764037800000.0,2914.49,2925.75,2908.7,2924.2,2948.8662
1764038700000.0,2924.19,2934.48,2924.19,2930.71,2533.8066
1764039600000.0,2930.71,2936.29,2923.16,2924.42,3555.8481
1764040500000.0,2924.41,2930.17,2920.43,2926.88,1497.1675
1764041400000.0,2926.87,2926.87,2906.83,2911.09,2879.9702
1764042300000.0,2911.09,2913.8,2904.39,2911.99,2659.2744
1764043200000.0,2911.99,2924.5,2910.01,2924.32,2691.5575
1764044100000.0,2924.31,2930.01,2918.99,2928.15,2277.0178
1764045000000.0,2928.15,2940.72,2927.52,2931.92,3937.4515
1764045900000.0,2931.91,2943.03,2931.16,2937.56,2578.7039
1764046800000.0,2937.57,2938.57,2928.47,2929.32,3137.0628
1764047700000.0,2929.33,2931.76,2918.47,2921.62,3237.9575
1764048600000.0,2921.62,2933.29,2921.21,2932.33,1377.0051
1764049500000.0,2932.33,2936.89,2928.6,2928.61,1795.9622
1764050400000.0,2928.61,2928.61,2919.86,2923.4,2848.2856
1764051300000.0,2923.4,2925.0,2914.62,2915.69,1637.5474
1764052200000.0,2915.68,2922.52,2912.32,2916.54,3502.7369
1764053100000.0,2916.55,2926.99,2913.59,2922.3,2643.0339
1764054000000.0,2922.3,2925.45,2916.54,2922.26,1493.4939
1764054900000.0,2922.26,2922.38,2914.0,2915.11,3689.9471
1764055800000.0,2915.11,2921.41,2915.11,2918.1,1923.4457
1764056700000.0,2918.05,2918.5,2901.75,2902.77,6077.0223
1764057600000.0,2902.77,2906.28,2897.8,2898.54,4111.5684
1764058500000.0,2898.53,2909.18,2897.92,2904.94,5969.8901
1764059400000.0,2904.94,2904.95,2894.64,2897.29,2762.6572
1764060300000.0,2897.29,2900.0,2868.56,2871.7,10914.2538
1764061200000.0,2871.7,2878.45,2867.0,2869.41,6261.7864
1764062100000.0,2869.42,2873.24,2865.09,2870.77,8853.1243
1764063000000.0,2870.77,2890.95,2870.73,2888.55,7883.798
1764063900000.0,2888.54,2893.0,2883.5,2891.89,4365.9611
1764064800000.0,2891.89,2891.89,2884.57,2887.4,2064.7449
1764065700000.0,2887.39,2892.26,2879.99,2890.94,4770.606
1764066600000.0,2890.94,2898.35,2888.22,2894.85,3967.3471
1764067500000.0,2894.85,2899.99,2892.7,2898.17,3689.569
1764068400000.0,2898.17,2898.36,2890.0,2893.73,2612.592
1764069300000.0,2893.73,2899.39,2888.31,2893.88,1819.1371
1764070200000.0,2893.88,2898.5,2891.47,2895.37,1044.245
1764071100000.0,2895.36,2897.61,2888.59,2891.01,1734.0361
1764072000000.0,2891.01,2924.11,2889.88,2921.88,5966.9443
1764072900000.0,2921.87,2930.36,2911.19,2920.75,8808.7299
1764073800000.0,2920.74,2933.23,2913.6,2927.35,3940.9007
1764074700000.0,2927.35,2930.86,2922.1,2927.14,3077.2978
1764075600000.0,2927.13,2930.82,2919.65,2928.43,4359.0575
1764076500000.0,2928.47,2934.0,2923.34,2928.23,3337.8962
1764077400000.0,2928.23,2933.29,2904.08,2904.58,6055.0924
1764078300000.0,2904.58,2913.15,2898.84,2907.69,7065.8791
1764079200000.0,2907.69,2922.35,2904.73,2912.51,3610.4428
1764080100000.0,2912.5,2917.66,2907.38,2913.41,2751.0195
1764081000000.0,2913.4,2913.4,2877.15,2880.51,10133.1405
1764081900000.0,2880.51,2885.64,2857.58,2881.32,18375.1744
1764082800000.0,2881.3,2897.63,2857.32,2877.25,10961.8924
1764083700000.0,2877.24,2885.52,2865.99,2884.61,6219.67
1764084600000.0,2884.62,2910.0,2884.61,2907.66,7270.2782
1764085500000.0,2907.67,2915.44,2889.55,2895.45,4702.1577
1764086400000.0,2895.46,2902.07,2887.38,2893.64,2774.1251
1764087300000.0,2893.64,2929.88,2890.66,2929.87,4965.9316
1764088200000.0,2929.88,2938.0,2917.3,2925.66,5631.7055
1764089100000.0,2925.66,2931.72,2919.06,2929.33,3097.168
1764090000000.0,2929.33,2952.3,2920.37,2948.41,5486.5944
1764090900000.0,2948.42,2949.3,2929.5,2931.41,5565.0688
1764091800000.0,2931.41,2951.36,2928.45,2943.62,5397.7944
1764092700000.0,2943.63,2948.37,2935.99,2936.41,2939.9741
1764093600000.0,2936.41,2950.0,2935.26,2945.94,2370.8792
1764094500000.0,2946.0,2958.53,2945.33,2949.49,3421.5396
1764095400000.0,2949.5,2956.36,2936.26,2938.36,4263.5462
1764096300000.0,2938.37,2943.5,2922.95,2924.21,5827.866
1764097200000.0,2924.2,2928.0,2895.37,2903.71,10484.1144
1764098100000.0,2903.72,2904.45,2872.09,2885.23,8773.7177
1764099000000.0,2885.22,2908.72,2882.51,2908.08,5369.9684
1764099900000.0,2908.07,2923.93,2902.19,2922.95,3351.8422
1764100800000.0,2922.96,2935.05,2916.66,2933.49,3573.999
1764101700000.0,2933.5,2938.09,2926.54,2931.37,6057.2052
1764102600000.0,2931.38,2943.14,2928.66,2934.0,2900.8568
1764103500000.0,2934.0,2940.57,2928.67,2929.1,2670.7559
1764104400000.0,2929.11,2931.03,2923.23,2928.95,6388.0248
1764105300000.0,2928.96,2940.49,2928.96,2937.21,1873.0007
1764106200000.0,2937.21,2945.66,2931.99,2939.79,1746.4532
1764107100000.0,2939.8,2944.37,2930.81,2931.31,1543.3715
1764108000000.0,2931.3,2931.3,2907.42,2911.98,7376.2972
1764108900000.0,2911.98,2936.0,2910.17,2931.43,2654.4073
1764109800000.0,2931.43,2957.04,2927.9,2947.85,7813.0362
1764110700000.0,2947.86,2978.23,2942.48,2970.42,7907.9132
1764111600000.0,2970.42,2980.82,2959.99,2976.86,5729.6524
1764112500000.0,2976.87,2976.93,2962.38,2962.6,3983.5679
1764113400000.0,2962.61,2970.67,2960.26,2967.8,2885.5051
1764114300000.0,2967.8,2969.95,2953.67,2959.36,2743.7743
1764115200000.0,2959.36,2962.99,2954.0,2954.49,1834.3603
1764116100000.0,2954.49,2971.95,2953.86,2961.76,2232.3241
1764117000000.0,2961.75,2962.33,2949.82,2957.31,5290.4958
1764117900000.0,2957.31,2959.84,2951.64,2954.38,5509.1331
1764118800000.0,2954.38,2955.97,2945.6,2952.62,8223.6422
1764119700000.0,2952.63,2963.19,2950.0,2960.08,2686.9837
1764120600000.0,2960.09,2984.0,2957.98,2977.59,5001.0794
1764121500000.0,2977.59,2979.9,2965.51,2970.32,1747.8463
1764122400000.0,2970.32,2973.83,2967.93,2972.1,1683.9165
1764123300000.0,2972.11,2976.5,2962.18,2964.42,3216.2364
1764124200000.0,2964.41,2970.0,2958.74,2965.08,1694.7627
1764125100000.0,2965.09,2965.41,2956.38,2956.8,857.4472
1764126000000.0,2956.8,2958.5,2952.64,2956.36,1710.4303
1764126900000.0,2956.37,2964.83,2955.12,2959.8,887.3415
1764127800000.0,2959.74,2959.74,2933.52,2936.21,4197.548
1764128700000.0,2936.21,2936.25,2922.08,2927.2,14018.0251
1764129600000.0,2927.19,2933.74,2921.11,2923.57,4368.3103
1764130500000.0,2923.58,2938.44,2923.07,2935.07,3363.8063
1764131400000.0,2935.08,2939.69,2932.22,2934.49,5369.898
1764132300000.0,2934.49,2935.95,2930.84,2930.87,1176.1221
1764133200000.0,2930.87,2939.69,2930.27,2937.41,2204.9294
1764134100000.0,2937.42,2953.32,2936.84,2941.31,3226.0769
1764135000000.0,2941.3,2948.26,2941.3,2945.56,1468.5091
1764135900000.0,2945.56,2949.08,2941.19,2944.51,5330.5297
1764136800000.0,2944.51,2954.67,2942.14,2949.97,2447.865
1764137700000.0,2949.97,2951.41,2935.29,2939.46,2602.6574
1764138600000.0,2939.46,2944.38,2932.25,2944.37,2753.6117
1764139500000.0,2944.38,2948.84,2938.51,2946.38,2805.3833
1764140400000.0,2946.38,2948.63,2939.38,2940.97,1610.7938
1764141300000.0,2940.97,2949.6,2940.34,2946.01,1891.3733
1764142200000.0,2946.0,2946.04,2935.32,2937.82,1626.5074
1764143100000.0,2937.81,2945.24,2936.1,2944.52,1624.0009
1764144000000.0,2944.52,2949.27,2930.07,2932.3,3204.284
1764144900000.0,2932.3,2936.73,2923.37,2924.73,3280.6499
1764145800000.0,2924.74,2927.93,2915.0,2920.05,2465.6756
1764146700000.0,2920.06,2921.78,2912.0,2913.04,1944.7382
1764147600000.0,2913.03,2917.54,2908.31,2916.36,3060.6961
1764148500000.0,2916.35,2916.49,2910.0,2911.43,2267.5246
1764149400000.0,2911.43,2914.37,2903.01,2909.25,3148.2813
1764150300000.0,2909.25,2909.75,2902.12,2907.21,3101.326
1764151200000.0,2907.21,2917.88,2907.21,2912.85,2502.5219
1764152100000.0,2912.84,2916.92,2905.84,2915.15,3569.1352
1764153000000.0,2915.15,2915.41,2905.71,2912.52,2086.3712
1764153900000.0,2912.51,2915.71,2910.17,2914.22,1529.0046
1764154800000.0,2914.22,2917.99,2909.47,2916.2,2785.8515
1764155700000.0,2916.2,2917.14,2910.15,2910.79,1330.6816
1764156600000.0,2910.79,2915.48,2907.5,2914.62,1559.6445
1764157500000.0,2914.61,2916.0,2910.01,2914.0,1018.9077
1764158400000.0,2913.99,2917.99,2890.59,2892.73,8446.9376
1764159300000.0,2892.74,2902.45,2888.69,2900.89,2457.4192
1764160200000.0,2900.88,2904.5,2897.51,2901.13,1361.579
1764161100000.0,2901.13,2904.0,2900.07,2901.6,1105.4257
1764162000000.0,2901.6,2907.31,2899.72,2903.24,1691.3148
1764162900000.0,2903.23,2916.28,2902.59,2913.9,2534.7852
1764163800000.0,2913.89,2931.62,2908.04,2923.93,5891.6025
1764164700000.0,2923.92,2936.65,2922.51,2934.25,3571.9393
1764165600000.0,2934.26,2937.69,2920.73,2933.81,6509.2364
1764166500000.0,2933.81,2939.2,2926.25,2934.67,3412.4409
1764167400000.0,2934.67,2947.4,2922.59,2932.86,5699.788
1764168300000.0,2932.87,2947.32,2905.17,2910.8,8197.8797
1764169200000.0,2910.79,2933.8,2907.54,2927.56,5995.4286
1764170100000.0,2927.56,2939.55,2919.51,2936.29,3560.8145
1764171000000.0,2936.29,2938.73,2921.0,2921.22,3827.2763
1764171900000.0,2921.23,2928.31,2909.59,2927.41,5345.8312
1764172800000.0,2927.4,2946.1,2926.37,2944.52,6502.5977
1764173700000.0,2944.52,2957.51,2943.49,2944.3,5890.9673
1764174600000.0,2944.3,2959.5,2941.96,2949.0,8380.3064
1764175500000.0,2949.01,2951.13,2935.3,2946.25,9935.7362
1764176400000.0,2946.25,2953.69,2940.82,2944.32,2768.2767
1764177300000.0,2944.31,2979.7,2939.23,2975.85,8537.2129
1764178200000.0,2975.84,3015.48,2971.9,3014.2,18534.7741
1764179100000.0,3014.19,3034.87,3011.14,3026.89,12360.9623
1764180000000.0,3026.88,3042.93,3023.31,3038.65,9862.8036
1764180900000.0,3038.65,3045.0,3031.18,3038.33,6571.3956
1764181800000.0,3038.32,3039.99,3013.93,3016.97,6724.8381
1764182700000.0,3016.96,3035.06,3015.27,3034.22,3850.643
1764183600000.0,3034.22,3036.13,3018.52,3020.32,3607.0392
1764184500000.0,3020.32,3029.99,3017.79,3026.26,2812.0762
1764185400000.0,3026.26,3038.0,3026.26,3033.28,2897.937
1764186300000.0,3033.28,3038.41,3029.69,3032.28,3226.6761
1764187200000.0,3032.28,3032.28,3009.45,3023.66,3733.6216
1764188100000.0,3023.67,3025.36,3015.15,3021.51,2240.6602
1764189000000.0,3021.51,3024.89,3010.88,3011.39,2244.4607
1764189900000.0,3011.38,3028.19,3008.53,3024.86,2974.329
1764190800000.0,3024.85,3027.44,3017.59,3017.6,2089.7661
1764191700000.0,3017.59,3032.28,3015.9,3031.53,2436.4394
1764192600000.0,3031.52,3035.91,3025.0,3025.97,2357.9121
1764193500000.0,3025.97,3033.03,3020.51,3021.7,1743.5909
1764194400000.0,3021.7,3022.47,3018.59,3020.37,816.8318
